Model,Const,Mem,Prop,Region,Region Bound,Epsilon,RobustPLA,BigStep,SplitStrat,Estimate,Simple,#States (after),Time (wall),% Known,Regions
4x4grid-avoid,N/A,1,0.84615781362063_probability_min_notbad U goal,3,0.1,0.0001,false,false,estimate,delta,true,	45,0.317,100.0,6305
4x4grid-avoid,N/A,1,0.8545339383630001_probability_min_notbad U goal,3,0.1,0.01,false,false,estimate,delta,true,	45,0.045,100.0,489
4x4grid-avoid,N/A,1,0.8545339383630001_probability_min_notbad U goal,3,0.1,0.01,true,false,estimate,delta,true,	45,0.062,100.0,489
4x4grid-avoid,N/A,1,0.8460816670320631_probability_min_notbad U goal,3,0.1,1e-05,true,false,estimate,delta,true,	45,1.242,100.0,19585
4x4grid-avoid,N/A,1,0.8460816670320631_probability_min_notbad U goal,3,0.1,1e-05,true,true,estimate,delta,true,	47,1.04,100.0,13377
4x4grid-avoid,N/A,1,0.8460816670320631_probability_min_notbad U goal,3,0.1,1e-05,false,false,estimate,delta,true,	45,0.96,100.0,19585
4x4grid-avoid,N/A,1,0.9306805269300001_probability_min_notbad U goal,3,0.1,0.1,true,true,estimate,delta,true,	47,0.023,100.0,25
4x4grid-avoid,N/A,1,0.9306805269300001_probability_min_notbad U goal,3,0.1,0.1,true,false,estimate,delta,true,	45,0.023,100.0,33
4x4grid-avoid,N/A,1,0.84615781362063_probability_min_notbad U goal,3,0.1,0.0001,true,false,estimate,delta,true,	45,0.415,100.0,6305
4x4grid-avoid,N/A,1,0.9306805269300001_probability_min_notbad U goal,3,0.1,0.1,false,false,estimate,delta,true,	45,0.022,100.0,33
4x4grid-avoid,N/A,1,0.84615781362063_probability_min_notbad U goal,3,0.1,0.0001,true,true,estimate,delta,true,	47,0.364,100.0,4489
4x4grid-avoid,N/A,1,0.8545339383630001_probability_min_notbad U goal,3,0.1,0.01,true,true,estimate,delta,true,	47,0.058,100.0,361
4x4grid-avoid,N/A,1,0.9286640347177599_probability_min_notbad U goal,3,1e-06,0.0001,false,false,estimate,delta,true,	45,7.744,100.0,9961
4x4grid-avoid,N/A,1,0.937856889376_probability_min_notbad U goal,3,1e-06,0.01,true,true,estimate,delta,true,	47,0.038,100.0,73
4x4grid-avoid,N/A,1,0.9286640347177599_probability_min_notbad U goal,3,1e-06,0.0001,true,false,estimate,delta,true,	45,27.87,100.0,9833
4x4grid-avoid,N/A,1,0.937856889376_probability_min_notbad U goal,3,1e-06,0.01,false,false,estimate,delta,true,	45,0.08,100.0,265
4x4grid-avoid,N/A,1,0.937856889376_probability_min_notbad U goal,3,1e-06,0.01,true,false,estimate,delta,true,	45,0.262,100.0,265
4x4grid-avoid,N/A,1,0.928580463311776_probability_min_notbad U goal,3,1e-06,1e-05,false,false,estimate,delta,true,	45,10.529,100.0,48889
4x4grid-avoid,N/A,1,0.928580463311776_probability_min_notbad U goal,3,1e-06,1e-05,true,false,estimate,delta,true,	45,38.189,100.0,49569
4x4grid-avoid,N/A,1,0.928580463311776_probability_min_notbad U goal,3,1e-06,1e-05,true,true,estimate,delta,true,	47,5.004,100.0,1497
4x4grid-avoid,N/A,1,0.9286640347177599_probability_min_notbad U goal,3,1e-06,0.0001,true,true,estimate,delta,true,	47,0.636,100.0,481
4x4grid,N/A,1,5.777541243_reward_max_goal,3,0.1,0.1,false,false,estimate,delta,true,	47,0.019,100.0,41
4x4grid,N/A,1,6.3552953673_reward_max_goal,3,0.1,0.01,true,true,estimate,delta,true,	49,0.028,100.0,121
4x4grid,N/A,1,6.418848320973_reward_max_goal,3,0.1,0.0001,true,true,estimate,delta,true,	49,0.114,100.0,1273
