Model,Const,Mem,Prop,Region,Region Bound,Epsilon,RobustPLA,BigStep,SplitStrat,Estimate,Simple,#States (after),Time (wall),% Known,Regions
brp,N=16 MAX=2 ,N/A,0.026112102896000005_probability_min_uncertain,4,0.1,0.1,true,false,estimate,delta,true,	324,0.356,100.0,1185
brp,N=16 MAX=2 ,N/A,0.026112088167000003_probability_min_uncertain,4,1e-06,0.1,true,false,estimate,delta,true,	324,0.449,100.0,1569
brp,N=16 MAX=2 ,N/A,0.0237384993526197_probability_min_uncertain,4,1e-06,1e-05,true,false,estimate,delta,true,	324,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.0239756445897_probability_min_uncertain,4,1e-06,0.01,true,false,estimate,delta,true,	324,17.274,100.0,67677
brp,N=16 MAX=2 ,N/A,0.023740635796197_probability_min_uncertain,4,1e-06,0.0001,true,false,estimate,delta,true,	324,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.0239756445897_probability_min_uncertain,4,1e-06,0.01,true,true,estimate,delta,true,	177,26.924,100.0,67677
brp,N=16 MAX=2 ,N/A,0.026112088167000003_probability_min_uncertain,4,1e-06,0.1,true,true,estimate,delta,true,	177,0.662,100.0,1569
brp,N=16 MAX=2 ,N/A,0.0237384993526197_probability_min_uncertain,4,1e-06,1e-05,true,true,estimate,delta,true,	177,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023740635796197_probability_min_uncertain,4,1e-06,0.0001,true,true,estimate,delta,true,	177,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.0237385106527327_probability_min_uncertain,4,0,1e-05,true,true,estimate,delta,true,	183,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023975656002699998_probability_min_uncertain,4,0,0.01,true,true,estimate,delta,true,	183,60.691,100.0,67669
brp,N=16 MAX=2 ,N/A,0.023975656002699998_probability_min_uncertain,4,0,0.01,true,false,estimate,delta,true,	330,31.856,100.0,67669
brp,N=16 MAX=2 ,N/A,0.023740647097326997_probability_min_uncertain,4,0,0.0001,true,false,estimate,delta,true,	330,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.026112100597_probability_min_uncertain,4,0,0.1,true,false,estimate,delta,true,	330,0.786,100.0,1569
brp,N=16 MAX=2 ,N/A,0.023740647097326997_probability_min_uncertain,4,0,0.0001,true,true,estimate,delta,true,	183,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.026112100597_probability_min_uncertain,4,0,0.1,true,true,estimate,delta,true,	183,1.413,100.0,1569
brp,N=16 MAX=2 ,N/A,0.0237385106527327_probability_min_uncertain,4,0,1e-05,true,false,estimate,delta,true,	330,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.0237385003926301_probability_min_uncertain,4,"0,0.8",1e-05,true,true,estimate,delta,true,	183,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.0239756456401_probability_min_uncertain,4,"0,0.8",0.01,false,false,estimate,delta,true,	330,1.555,100.0,5685
brp,N=16 MAX=2 ,N/A,0.026112089311_probability_min_uncertain,4,"0,0.8",0.1,false,false,estimate,delta,true,	330,0.131,100.0,305
brp,N=16 MAX=2 ,N/A,0.0237385003926301_probability_min_uncertain,4,"0,0.8",1e-05,true,false,estimate,delta,true,	330,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023740636836301_probability_min_uncertain,4,"0,0.8",0.0001,true,true,estimate,delta,true,	183,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023740636836301_probability_min_uncertain,4,"0,0.8",0.0001,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=16 MAX=2 ,N/A,0.023740636836301_probability_min_uncertain,4,"0,0.8",0.0001,false,false,estimate,delta,true,	330,2031.59,100.0,7034485
brp,N=16 MAX=2 ,N/A,0.0237385003926301_probability_min_uncertain,4,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=16 MAX=2 ,N/A,0.0239756456401_probability_min_uncertain,4,"0,0.8",0.01,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=16 MAX=2 ,N/A,0.026112089311_probability_min_uncertain,4,"0,0.8",0.1,false,false,estimate,delta,true,	330,0.209,100.0,305
brp,N=16 MAX=2 ,N/A,0.026112089311_probability_min_uncertain,4,"0,0.8",0.1,true,false,estimate,delta,true,	330,0.318,100.0,305
brp,N=16 MAX=2 ,N/A,0.023740636836301_probability_min_uncertain,4,"0,0.8",0.0001,false,false,estimate,delta,true,	330,2034.386,100.0,7034485
brp,N=16 MAX=2 ,N/A,0.0239756456401_probability_min_uncertain,4,"0,0.8",0.01,false,false,estimate,delta,true,	330,1.1,100.0,5685
brp,N=16 MAX=2 ,N/A,0.0237385003926301_probability_min_uncertain,4,"0,0.8",1e-05,false,false,estimate,delta,true,	330,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.026112089311_probability_min_uncertain,4,"0,0.8",0.1,true,true,estimate,delta,true,	183,0.236,100.0,305
brp,N=16 MAX=2 ,N/A,0.026112089311_probability_min_uncertain,4,"0,0.8",0.1,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=16 MAX=2 ,N/A,0.0239756456401_probability_min_uncertain,4,"0,0.8",0.01,true,true,estimate,delta,true,	183,3.033,100.0,5685
brp,N=16 MAX=2 ,N/A,0.0239756456401_probability_min_uncertain,4,"0,0.8",0.01,true,false,estimate,delta,true,	330,3.924,100.0,5685
brp,N=16 MAX=2 ,N/A,0.0237385003926301_probability_min_uncertain,4,"0,0.8",1e-05,false,false,estimate,delta,true,	330,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023740636836301_probability_min_uncertain,4,"0,0.8",0.0001,true,false,estimate,delta,true,	330,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023740642376855_probability_min_uncertain,4,"0.2,1",0.0001,false,false,estimate,delta,true,	330,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023740642376855_probability_min_uncertain,4,"0.2,1",0.0001,true,false,estimate,delta,true,	330,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023975651235500002_probability_min_uncertain,4,"0.2,1",0.01,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=16 MAX=2 ,N/A,0.023738505932685502_probability_min_uncertain,4,"0.2,1",1e-05,false,false,estimate,delta,true,	330,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023975651235500002_probability_min_uncertain,4,"0.2,1",0.01,true,false,estimate,delta,true,	330,31.287,100.0,47741
brp,N=16 MAX=2 ,N/A,0.023740642376855_probability_min_uncertain,4,"0.2,1",0.0001,false,false,estimate,delta,true,	330,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023740642376855_probability_min_uncertain,4,"0.2,1",0.0001,true,true,estimate,delta,true,	183,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023738505932685502_probability_min_uncertain,4,"0.2,1",1e-05,true,false,estimate,delta,true,	330,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023975651235500002_probability_min_uncertain,4,"0.2,1",0.01,false,false,estimate,delta,true,	330,11.912,100.0,47741
brp,N=16 MAX=2 ,N/A,0.023738505932685502_probability_min_uncertain,4,"0.2,1",1e-05,false,false,estimate,delta,true,	330,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023975651235500002_probability_min_uncertain,4,"0.2,1",0.01,true,true,estimate,delta,true,	183,26.442,100.0,47741
brp,N=16 MAX=2 ,N/A,0.026112095405000004_probability_min_uncertain,4,"0.2,1",0.1,false,false,estimate,delta,true,	330,0.777,100.0,1985
brp,N=16 MAX=2 ,N/A,0.023975651235500002_probability_min_uncertain,4,"0.2,1",0.01,false,false,estimate,delta,true,	330,9.523,100.0,47741
brp,N=16 MAX=2 ,N/A,0.026112095405000004_probability_min_uncertain,4,"0.2,1",0.1,false,false,estimate,delta,true,	330,0.472,100.0,1985
brp,N=16 MAX=2 ,N/A,0.023740642376855_probability_min_uncertain,4,"0.2,1",0.0001,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=16 MAX=2 ,N/A,0.026112095405000004_probability_min_uncertain,4,"0.2,1",0.1,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=16 MAX=2 ,N/A,0.023738505932685502_probability_min_uncertain,4,"0.2,1",1e-05,true,true,estimate,delta,true,	183,TO,TO,TO
brp,N=16 MAX=2 ,N/A,0.023738505932685502_probability_min_uncertain,4,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=16 MAX=2 ,N/A,0.026112095405000004_probability_min_uncertain,4,"0.2,1",0.1,true,true,estimate,delta,true,	183,1.108,100.0,1985
brp,N=16 MAX=2 ,N/A,0.026112095405000004_probability_min_uncertain,4,"0.2,1",0.1,true,false,estimate,delta,true,	330,1.445,100.0,1985
brp,N=32 MAX=4 ,N/A,0.0116793105519376_probability_min_uncertain,4,0.1,1e-05,true,true,estimate,delta,true,	545,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.0117959856976_probability_min_uncertain,4,0.1,0.01,true,false,estimate,delta,true,	1094,82.08500000000001,100.0,71397
brp,N=32 MAX=4 ,N/A,0.0117959856976_probability_min_uncertain,4,0.1,0.01,true,true,estimate,delta,true,	545,105.344,100.0,71397
brp,N=32 MAX=4 ,N/A,0.011680361679376_probability_min_uncertain,4,0.1,0.0001,true,true,estimate,delta,true,	545,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.011680361679376_probability_min_uncertain,4,0.1,0.0001,true,false,estimate,delta,true,	1094,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.0116793105519376_probability_min_uncertain,4,0.1,1e-05,true,false,estimate,delta,true,	1094,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.012847113136_probability_min_uncertain,4,0.1,0.1,true,true,estimate,delta,true,	545,4.421,100.0,1741
brp,N=32 MAX=4 ,N/A,0.012847113136_probability_min_uncertain,4,0.1,0.1,true,false,estimate,delta,true,	1094,2.285,100.0,1741
brp,N=32 MAX=4 ,N/A,0.011680367789987_probability_min_uncertain,4,1e-06,0.0001,true,false,estimate,delta,true,	1094,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.012847119857000001_probability_min_uncertain,4,1e-06,0.1,true,true,estimate,delta,true,	545,4.916,100.0,3569
brp,N=32 MAX=4 ,N/A,0.011679316661998701_probability_min_uncertain,4,1e-06,1e-05,true,false,estimate,delta,true,	1094,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.011795991868700001_probability_min_uncertain,4,1e-06,0.01,true,false,estimate,delta,true,	1094,74.78,100.0,96681
brp,N=32 MAX=4 ,N/A,0.012847119857000001_probability_min_uncertain,4,1e-06,0.1,true,false,estimate,delta,true,	1094,2.55,100.0,3569
brp,N=32 MAX=4 ,N/A,0.011680367789987_probability_min_uncertain,4,1e-06,0.0001,true,true,estimate,delta,true,	545,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.011795991868700001_probability_min_uncertain,4,1e-06,0.01,true,true,estimate,delta,true,	545,143.067,100.0,96681
brp,N=32 MAX=4 ,N/A,0.011679316661998701_probability_min_uncertain,4,1e-06,1e-05,true,true,estimate,delta,true,	545,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.011795979930500002_probability_min_uncertain,4,0,0.01,true,true,estimate,delta,true,	551,185.667,100.0,96681
brp,N=32 MAX=4 ,N/A,0.011680355968805001_probability_min_uncertain,4,0,0.0001,true,true,estimate,delta,true,	551,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.0116793048418805_probability_min_uncertain,4,0,1e-05,true,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.011680355968805001_probability_min_uncertain,4,0,0.0001,true,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.012847106855000002_probability_min_uncertain,4,0,0.1,true,true,estimate,delta,true,	551,6.714,100.0,3569
brp,N=32 MAX=4 ,N/A,0.011795979930500002_probability_min_uncertain,4,0,0.01,true,false,estimate,delta,true,	1100,143.82999999999998,100.0,96681
brp,N=32 MAX=4 ,N/A,0.012847106855000002_probability_min_uncertain,4,0,0.1,true,false,estimate,delta,true,	1100,5.008,100.0,3569
brp,N=32 MAX=4 ,N/A,0.0116793048418805_probability_min_uncertain,4,0,1e-05,true,true,estimate,delta,true,	551,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.012847071853_probability_min_uncertain,4,"0,0.8",0.1,true,true,estimate,delta,true,	551,1.759,100.0,905
brp,N=32 MAX=4 ,N/A,0.0117959477923_probability_min_uncertain,4,"0,0.8",0.01,true,true,estimate,delta,true,	551,67.555,100.0,36013
brp,N=32 MAX=4 ,N/A,0.012847071853_probability_min_uncertain,4,"0,0.8",0.1,true,false,estimate,delta,true,	1100,1.336,100.0,905
brp,N=32 MAX=4 ,N/A,0.011680324145622999_probability_min_uncertain,4,"0,0.8",0.0001,true,true,estimate,delta,true,	551,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.011679273021562301_probability_min_uncertain,4,"0,0.8",1e-05,true,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.011679273021562301_probability_min_uncertain,4,"0,0.8",1e-05,false,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.0117959477923_probability_min_uncertain,4,"0,0.8",0.01,false,false,estimate,delta,true,	1100,18.783,100.0,36013
brp,N=32 MAX=4 ,N/A,0.011679273021562301_probability_min_uncertain,4,"0,0.8",1e-05,true,true,estimate,delta,true,	551,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.012847071853_probability_min_uncertain,4,"0,0.8",0.1,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=32 MAX=4 ,N/A,0.0117959477923_probability_min_uncertain,4,"0,0.8",0.01,true,false,estimate,delta,true,	1100,50.721,100.0,36013
brp,N=32 MAX=4 ,N/A,0.011680324145622999_probability_min_uncertain,4,"0,0.8",0.0001,false,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.011679273021562301_probability_min_uncertain,4,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=32 MAX=4 ,N/A,0.011680324145622999_probability_min_uncertain,4,"0,0.8",0.0001,false,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.011680324145622999_probability_min_uncertain,4,"0,0.8",0.0001,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=32 MAX=4 ,N/A,0.011679273021562301_probability_min_uncertain,4,"0,0.8",1e-05,false,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.012847071853_probability_min_uncertain,4,"0,0.8",0.1,false,false,estimate,delta,true,	1100,0.535,100.0,905
brp,N=32 MAX=4 ,N/A,0.0117959477923_probability_min_uncertain,4,"0,0.8",0.01,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=32 MAX=4 ,N/A,0.012847071853_probability_min_uncertain,4,"0,0.8",0.1,false,false,estimate,delta,true,	1100,0.844,100.0,905
brp,N=32 MAX=4 ,N/A,0.011680324145622999_probability_min_uncertain,4,"0,0.8",0.0001,true,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.0117959477923_probability_min_uncertain,4,"0,0.8",0.01,false,false,estimate,delta,true,	1100,25.116,100.0,36013
brp,N=32 MAX=4 ,N/A,0.012847118075_probability_min_uncertain,4,"0.2,1",0.1,false,false,estimate,delta,true,	1100,2.293,100.0,2485
brp,N=32 MAX=4 ,N/A,0.0117959902325_probability_min_uncertain,4,"0.2,1",0.01,true,true,estimate,delta,true,	551,202.493,100.0,104897
brp,N=32 MAX=4 ,N/A,0.012847118075_probability_min_uncertain,4,"0.2,1",0.1,true,true,estimate,delta,true,	551,4.714,100.0,2485
brp,N=32 MAX=4 ,N/A,0.011680366169825_probability_min_uncertain,4,"0.2,1",0.0001,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=32 MAX=4 ,N/A,0.0117959902325_probability_min_uncertain,4,"0.2,1",0.01,false,false,estimate,delta,true,	1100,61.019,100.0,104897
brp,N=32 MAX=4 ,N/A,0.0116793150419825_probability_min_uncertain,4,"0.2,1",1e-05,false,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.0116793150419825_probability_min_uncertain,4,"0.2,1",1e-05,false,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.012847118075_probability_min_uncertain,4,"0.2,1",0.1,true,false,estimate,delta,true,	1100,3.537,100.0,2485
brp,N=32 MAX=4 ,N/A,0.0116793150419825_probability_min_uncertain,4,"0.2,1",1e-05,true,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.0117959902325_probability_min_uncertain,4,"0.2,1",0.01,true,false,estimate,delta,true,	1100,153.802,100.0,104897
brp,N=32 MAX=4 ,N/A,0.0117959902325_probability_min_uncertain,4,"0.2,1",0.01,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=32 MAX=4 ,N/A,0.011680366169825_probability_min_uncertain,4,"0.2,1",0.0001,false,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.011680366169825_probability_min_uncertain,4,"0.2,1",0.0001,false,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.012847118075_probability_min_uncertain,4,"0.2,1",0.1,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=32 MAX=4 ,N/A,0.012847118075_probability_min_uncertain,4,"0.2,1",0.1,false,false,estimate,delta,true,	1100,1.444,100.0,2485
brp,N=32 MAX=4 ,N/A,0.0116793150419825_probability_min_uncertain,4,"0.2,1",1e-05,true,true,estimate,delta,true,	551,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.011680366169825_probability_min_uncertain,4,"0.2,1",0.0001,true,false,estimate,delta,true,	1100,TO,TO,TO
brp,N=32 MAX=4 ,N/A,0.0116793150419825_probability_min_uncertain,4,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=32 MAX=4 ,N/A,0.0117959902325_probability_min_uncertain,4,"0.2,1",0.01,false,false,estimate,delta,true,	1100,57.412,100.0,104897
brp,N=32 MAX=4 ,N/A,0.011680366169825_probability_min_uncertain,4,"0.2,1",0.0001,true,true,estimate,delta,true,	551,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.0057940142014858_probability_min_uncertain,4,0.1,0.0001,true,false,estimate,delta,true,	3978,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.005793492792348581_probability_min_uncertain,4,0.1,1e-05,true,false,estimate,delta,true,	3978,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.006372778343800001_probability_min_uncertain,4,0.1,0.1,true,true,estimate,delta,true,	1857,36.493,100.0,4357
brp,N=64 MAX=8 ,N/A,0.00585136920658_probability_min_uncertain,4,0.1,0.01,true,false,estimate,delta,true,	3978,351.871,100.0,118741
brp,N=64 MAX=8 ,N/A,0.0057940142014858_probability_min_uncertain,4,0.1,0.0001,true,true,estimate,delta,true,	1857,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.006372778343800001_probability_min_uncertain,4,0.1,0.1,true,false,estimate,delta,true,	3978,10.543,100.0,4357
brp,N=64 MAX=8 ,N/A,0.005793492792348581_probability_min_uncertain,4,0.1,1e-05,true,true,estimate,delta,true,	1857,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.00585136920658_probability_min_uncertain,4,0.1,0.01,true,true,estimate,delta,true,	1857,915.23,100.0,118741
brp,N=64 MAX=8 ,N/A,0.006372778016845358_probability_min_uncertain,4,1e-06,0.1,true,false,estimate,delta,true,	3978,12.33,100.0,5057
brp,N=64 MAX=8 ,N/A,0.005851368906376192_probability_min_uncertain,4,1e-06,0.01,true,true,estimate,delta,true,	1857,901.374,100.0,124681
brp,N=64 MAX=8 ,N/A,0.005794013904224584_probability_min_uncertain,4,1e-06,0.0001,true,false,estimate,delta,true,	3978,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.005793492495114115_probability_min_uncertain,4,1e-06,1e-05,true,false,estimate,delta,true,	3978,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.005794013904224584_probability_min_uncertain,4,1e-06,0.0001,true,true,estimate,delta,true,	1857,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.006372778016845358_probability_min_uncertain,4,1e-06,0.1,true,true,estimate,delta,true,	1857,57.612,100.0,5057
brp,N=64 MAX=8 ,N/A,0.005851368906376192_probability_min_uncertain,4,1e-06,0.01,true,false,estimate,delta,true,	3978,396.676,100.0,124681
brp,N=64 MAX=8 ,N/A,0.005793492495114115_probability_min_uncertain,4,1e-06,1e-05,true,true,estimate,delta,true,	1857,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.005800058_probability_min_uncertain,4,0,1e-05,true,true,estimate,delta,true,	1863,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.0058579999999999995_probability_min_uncertain,4,0,0.01,true,false,estimate,delta,true,	3984,668.477,100.0,118281
brp,N=64 MAX=8 ,N/A,0.0058579999999999995_probability_min_uncertain,4,0,0.01,true,true,estimate,delta,true,	1863,1091.355,100.0,118281
brp,N=64 MAX=8 ,N/A,0.00638_probability_min_uncertain,4,0,0.1,true,false,estimate,delta,true,	3984,24.949,100.0,5033
brp,N=64 MAX=8 ,N/A,0.005800058_probability_min_uncertain,4,0,1e-05,true,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.00638_probability_min_uncertain,4,0,0.1,true,true,estimate,delta,true,	1863,45.69,100.0,5033
brp,N=64 MAX=8 ,N/A,0.00580058_probability_min_uncertain,4,0,0.0001,true,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.00580058_probability_min_uncertain,4,0,0.0001,true,true,estimate,delta,true,	1863,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.0058513144161_probability_min_uncertain,4,"0,0.8",0.01,false,false,estimate,delta,true,	3984,183.427,100.0,81741
brp,N=64 MAX=8 ,N/A,0.0058513144161_probability_min_uncertain,4,"0,0.8",0.01,false,false,estimate,delta,true,	3984,227.803,100.0,81741
brp,N=64 MAX=8 ,N/A,0.0058513144161_probability_min_uncertain,4,"0,0.8",0.01,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=64 MAX=8 ,N/A,0.006372718671000001_probability_min_uncertain,4,"0,0.8",0.1,true,true,estimate,delta,true,	1863,26.797,100.0,2989
brp,N=64 MAX=8 ,N/A,0.005793959948061_probability_min_uncertain,4,"0,0.8",0.0001,true,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.005793959948061_probability_min_uncertain,4,"0,0.8",0.0001,false,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.0057934385438061006_probability_min_uncertain,4,"0,0.8",1e-05,false,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.005793959948061_probability_min_uncertain,4,"0,0.8",0.0001,false,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.0057934385438061006_probability_min_uncertain,4,"0,0.8",1e-05,true,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.006372718671000001_probability_min_uncertain,4,"0,0.8",0.1,false,false,estimate,delta,true,	3984,5.429,100.0,2989
brp,N=64 MAX=8 ,N/A,0.0058513144161_probability_min_uncertain,4,"0,0.8",0.01,true,true,estimate,delta,true,	1863,769.986,100.0,81741
brp,N=64 MAX=8 ,N/A,0.0057934385438061006_probability_min_uncertain,4,"0,0.8",1e-05,true,true,estimate,delta,true,	1863,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.006372718671000001_probability_min_uncertain,4,"0,0.8",0.1,false,false,estimate,delta,true,	3984,8.329,100.0,2989
brp,N=64 MAX=8 ,N/A,0.0057934385438061006_probability_min_uncertain,4,"0,0.8",1e-05,false,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.005793959948061_probability_min_uncertain,4,"0,0.8",0.0001,true,true,estimate,delta,true,	1863,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.005793959948061_probability_min_uncertain,4,"0,0.8",0.0001,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=64 MAX=8 ,N/A,0.0058513144161_probability_min_uncertain,4,"0,0.8",0.01,true,false,estimate,delta,true,	3984,445.14,100.0,81741
brp,N=64 MAX=8 ,N/A,0.0057934385438061006_probability_min_uncertain,4,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=64 MAX=8 ,N/A,0.006372718671000001_probability_min_uncertain,4,"0,0.8",0.1,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=64 MAX=8 ,N/A,0.006372718671000001_probability_min_uncertain,4,"0,0.8",0.1,true,false,estimate,delta,true,	3984,14.551,100.0,2989
brp,N=64 MAX=8 ,N/A,0.006372777750900001_probability_min_uncertain,4,"0.2,1",0.1,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=64 MAX=8 ,N/A,0.00585136866219_probability_min_uncertain,4,"0.2,1",0.01,true,true,estimate,delta,true,	1863,1435.273,100.0,153465
brp,N=64 MAX=8 ,N/A,0.00579349225334319_probability_min_uncertain,4,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=64 MAX=8 ,N/A,0.0057940136624319_probability_min_uncertain,4,"0.2,1",0.0001,true,true,estimate,delta,true,	1863,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.00579349225334319_probability_min_uncertain,4,"0.2,1",1e-05,false,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.006372777750900001_probability_min_uncertain,4,"0.2,1",0.1,true,true,estimate,delta,true,	1863,51.412,100.0,5673
brp,N=64 MAX=8 ,N/A,0.00579349225334319_probability_min_uncertain,4,"0.2,1",1e-05,true,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.006372777750900001_probability_min_uncertain,4,"0.2,1",0.1,true,false,estimate,delta,true,	3984,28.01,100.0,5673
brp,N=64 MAX=8 ,N/A,0.0057940136624319_probability_min_uncertain,4,"0.2,1",0.0001,false,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.00585136866219_probability_min_uncertain,4,"0.2,1",0.01,true,false,estimate,delta,true,	3984,931.797,100.0,153465
brp,N=64 MAX=8 ,N/A,0.006372777750900001_probability_min_uncertain,4,"0.2,1",0.1,false,false,estimate,delta,true,	3984,12.348,100.0,5673
brp,N=64 MAX=8 ,N/A,0.00585136866219_probability_min_uncertain,4,"0.2,1",0.01,false,false,estimate,delta,true,	3984,418.081,100.0,153465
brp,N=64 MAX=8 ,N/A,0.0057940136624319_probability_min_uncertain,4,"0.2,1",0.0001,true,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.006372777750900001_probability_min_uncertain,4,"0.2,1",0.1,false,false,estimate,delta,true,	3984,10.839,100.0,5673
brp,N=64 MAX=8 ,N/A,0.0057940136624319_probability_min_uncertain,4,"0.2,1",0.0001,false,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.0057940136624319_probability_min_uncertain,4,"0.2,1",0.0001,false,false,estimate,delta,true,?,MO,MO,MO
brp,N=64 MAX=8 ,N/A,0.00579349225334319_probability_min_uncertain,4,"0.2,1",1e-05,false,false,estimate,delta,true,	3984,TO,TO,TO
brp,N=64 MAX=8 ,N/A,0.00579349225334319_probability_min_uncertain,4,"0.2,1",1e-05,true,true,estimate,delta,true,	1863,TO,TO,TO
