Model,Const,Mem,Prop,Param Region,BigStep Horizon,Time-Travelling,#States (after),Time,% Known
nand,N=1 K=1 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",0,false,	24,ERR,ERR
nand,N=1 K=1 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",1,false,	10,ERR,ERR
nand,N=1 K=1 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",2,false,	7,ERR,ERR
nand,N=1 K=1 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",3,false,	5,ERR,ERR
nand,N=1 K=1 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",4,false,	5,ERR,ERR
nand,N=1 K=1 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",0,true,	24,ERR,ERR
nand,N=1 K=1 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",1,true,	10,ERR,ERR
nand,N=5 K=10 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",0,false,	5447,ERR,ERR
nand,N=5 K=10 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",1,false,	1403,ERR,ERR
nand,N=5 K=10 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",2,false,	717,ERR,ERR
nand,N=5 K=10 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",3,false,	491,ERR,ERR
nand,N=5 K=10 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",4,false,	384,ERR,ERR
nand,N=5 K=10 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",0,true,	5447,ERR,ERR
nand,N=5 K=10 ,N/A,0.5_probability_max_target,"1/100<=prob1<=99/100,1/100<=perr<=99/100",1,true,	2709,ERR,ERR
nand,N=5 K=10 ,N/A,0.5_probability_max_target,?,2,true,	8112,ERR,ERR
nand,N=5 K=10 ,N/A,0.5_probability_max_target,?,3,true,	8112,ERR,ERR
nand,N=5 K=10 ,N/A,0.5_probability_max_target,?,4,true,	8112,ERR,ERR
