Model,Const,Mem,Prop,Param Region,Epsilon,RobustPLA,BigStep,SplitStrat,Estimate,#States (after),Time (MC),% Known,# Regions
4x4grid-avoid,N/A,1,0.000724081682016_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.01,false,false,estimate,delta,	45,1.663,100.0,376
4x4grid-avoid,N/A,1,0.000724081682016_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.01,false,false,roundrobin,delta,	45,15.849,100.0,622
4x4grid-avoid,N/A,1,0.000724081682016_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.01,true,false,estimate,minmaxdelta,	45,4.443,100.0,376
4x4grid,N/A,1,5.10214741245_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100",0.01,false,false,roundrobin,delta,	47,0.015,100.0,76
4x4grid,N/A,1,5.10214741245_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100",0.01,true,false,estimate,minmaxdelta,	47,0.166,100.0,76
4x4grid,N/A,1,5.10214741245_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100",0.01,false,false,estimate,delta,	47,0.03,100.0,52
maze2,N/A,N/A,14.4310806189_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p2_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100,1/100<=p6_0<=99/100,1/100<=p8_0<=99/100,1/100<=p9_0<=99/100,1/100<=p10_0<=99/100,1/100<=p12_0<=99/100,1/100<=p13_0<=99/100,1/100<=p14_0<=99/100,1/100<=p15_0<=99/100,1/100<=p17_0<=99/100,1/100<=p19_0<=99/100",0.01,true,false,estimate,minmaxdelta,	41,2.76,100.0,982
maze2,N/A,N/A,14.4310806189_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p2_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100,1/100<=p6_0<=99/100,1/100<=p8_0<=99/100,1/100<=p9_0<=99/100,1/100<=p10_0<=99/100,1/100<=p12_0<=99/100,1/100<=p13_0<=99/100,1/100<=p14_0<=99/100,1/100<=p15_0<=99/100,1/100<=p17_0<=99/100,1/100<=p19_0<=99/100",0.01,false,false,estimate,delta,	41,0.587,100.0,748
maze2,N/A,N/A,14.4310806189_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p2_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100,1/100<=p6_0<=99/100,1/100<=p8_0<=99/100,1/100<=p9_0<=99/100,1/100<=p10_0<=99/100,1/100<=p12_0<=99/100,1/100<=p13_0<=99/100,1/100<=p14_0<=99/100,1/100<=p15_0<=99/100,1/100<=p17_0<=99/100,1/100<=p19_0<=99/100",0.01,false,false,roundrobin,delta,	41,ERR,ERR,ERR
network2_packets_sent,K=2 T=2 ,1,1.49788999602_reward_min_goal,"1/100<=p1_0<=99/100,1/100<=p5_0<=99/100,1/100<=p6_0<=99/100,1/100<=p7_0<=99/100,1/100<=p12_0<=99/100,1/100<=p16_0<=99/100,1/100<=p17_0<=99/100,1/100<=p18_0<=99/100",0.01,false,false,roundrobin,delta,	44,39.78,100.0,158770
network2_packets_sent,K=2 T=2 ,1,1.49788999602_reward_min_goal,"1/100<=p1_0<=99/100,1/100<=p5_0<=99/100,1/100<=p6_0<=99/100,1/100<=p7_0<=99/100,1/100<=p12_0<=99/100,1/100<=p16_0<=99/100,1/100<=p17_0<=99/100,1/100<=p18_0<=99/100",0.01,false,false,estimate,delta,	44,2.376,100.0,4795
network2_packets_sent,K=2 T=2 ,1,1.49788999602_reward_min_goal,"1/100<=p1_0<=99/100,1/100<=p5_0<=99/100,1/100<=p6_0<=99/100,1/100<=p7_0<=99/100,1/100<=p12_0<=99/100,1/100<=p16_0<=99/100,1/100<=p17_0<=99/100,1/100<=p18_0<=99/100",0.01,true,false,estimate,minmaxdelta,	44,ERR,ERR,ERR
network2_priorities_dropped_packets,K=2 T=2 ,1,4.02486484902_reward_min_goal,"1/100<=p1_0<=99/100,1/100<=p2_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100,1/100<=p6_0<=99/100,1/100<=p7_0<=99/100,1/100<=p8_0<=99/100,1/100<=p9_0<=99/100,1/100<=p25_0<=99/100,1/100<=p26_0<=99/100,1/100<=p27_0<=99/100,1/100<=p28_0<=99/100,1/100<=p29_0<=99/100,1/100<=p30_0<=99/100,1/100<=p31_0<=99/100,1/100<=p32_0<=99/100,1/100<=p33_0<=99/100,1/100<=p34_0<=99/100,1/100<=p35_0<=99/100,1/100<=p36_0<=99/100,1/100<=p37_0<=99/100,1/100<=p38_0<=99/100,1/100<=p39_0<=99/100,1/100<=p56_0<=99/100,1/100<=p57_0<=99/100,1/100<=p58_0<=99/100,1/100<=p59_0<=99/100,1/100<=p60_0<=99/100,1/100<=p61_0<=99/100,1/100<=p62_0<=99/100,1/100<=p63_0<=99/100,1/100<=p64_0<=99/100,1/100<=p80_0<=99/100,1/100<=p81_0<=99/100,1/100<=p82_0<=99/100,1/100<=p83_0<=99/100,1/100<=p84_0<=99/100,1/100<=p85_0<=99/100,1/100<=p86_0<=99/100,1/100<=p87_0<=99/100,1/100<=p88_0<=99/100,1/100<=p89_0<=99/100,1/100<=p90_0<=99/100,1/100<=p91_0<=99/100,1/100<=p92_0<=99/100,1/100<=p93_0<=99/100,1/100<=p94_0<=99/100,1/100<=p95_0<=99/100,1/100<=p96_0<=99/100,1/100<=p97_0<=99/100,1/100<=p98_0<=99/100,1/100<=p99_0<=99/100,1/100<=p100_0<=99/100,1/100<=p101_0<=99/100,1/100<=p102_0<=99/100,1/100<=p103_0<=99/100,1/100<=p104_0<=99/100,1/100<=p105_0<=99/100,1/100<=p106_0<=99/100",0.01,false,false,roundrobin,delta,	260,0.006,100.0,1
network2_priorities_dropped_packets,K=2 T=2 ,1,4.02486484902_reward_min_goal,"1/100<=p1_0<=99/100,1/100<=p2_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100,1/100<=p6_0<=99/100,1/100<=p7_0<=99/100,1/100<=p8_0<=99/100,1/100<=p9_0<=99/100,1/100<=p25_0<=99/100,1/100<=p26_0<=99/100,1/100<=p27_0<=99/100,1/100<=p28_0<=99/100,1/100<=p29_0<=99/100,1/100<=p30_0<=99/100,1/100<=p31_0<=99/100,1/100<=p32_0<=99/100,1/100<=p33_0<=99/100,1/100<=p34_0<=99/100,1/100<=p35_0<=99/100,1/100<=p36_0<=99/100,1/100<=p37_0<=99/100,1/100<=p38_0<=99/100,1/100<=p39_0<=99/100,1/100<=p56_0<=99/100,1/100<=p57_0<=99/100,1/100<=p58_0<=99/100,1/100<=p59_0<=99/100,1/100<=p60_0<=99/100,1/100<=p61_0<=99/100,1/100<=p62_0<=99/100,1/100<=p63_0<=99/100,1/100<=p64_0<=99/100,1/100<=p80_0<=99/100,1/100<=p81_0<=99/100,1/100<=p82_0<=99/100,1/100<=p83_0<=99/100,1/100<=p84_0<=99/100,1/100<=p85_0<=99/100,1/100<=p86_0<=99/100,1/100<=p87_0<=99/100,1/100<=p88_0<=99/100,1/100<=p89_0<=99/100,1/100<=p90_0<=99/100,1/100<=p91_0<=99/100,1/100<=p92_0<=99/100,1/100<=p93_0<=99/100,1/100<=p94_0<=99/100,1/100<=p95_0<=99/100,1/100<=p96_0<=99/100,1/100<=p97_0<=99/100,1/100<=p98_0<=99/100,1/100<=p99_0<=99/100,1/100<=p100_0<=99/100,1/100<=p101_0<=99/100,1/100<=p102_0<=99/100,1/100<=p103_0<=99/100,1/100<=p104_0<=99/100,1/100<=p105_0<=99/100,1/100<=p106_0<=99/100",0.01,false,false,estimate,delta,	260,0.008,100.0,1
network2_priorities_dropped_packets,K=2 T=2 ,1,4.02486484902_reward_min_goal,"1/100<=p1_0<=99/100,1/100<=p2_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100,1/100<=p6_0<=99/100,1/100<=p7_0<=99/100,1/100<=p8_0<=99/100,1/100<=p9_0<=99/100,1/100<=p25_0<=99/100,1/100<=p26_0<=99/100,1/100<=p27_0<=99/100,1/100<=p28_0<=99/100,1/100<=p29_0<=99/100,1/100<=p30_0<=99/100,1/100<=p31_0<=99/100,1/100<=p32_0<=99/100,1/100<=p33_0<=99/100,1/100<=p34_0<=99/100,1/100<=p35_0<=99/100,1/100<=p36_0<=99/100,1/100<=p37_0<=99/100,1/100<=p38_0<=99/100,1/100<=p39_0<=99/100,1/100<=p56_0<=99/100,1/100<=p57_0<=99/100,1/100<=p58_0<=99/100,1/100<=p59_0<=99/100,1/100<=p60_0<=99/100,1/100<=p61_0<=99/100,1/100<=p62_0<=99/100,1/100<=p63_0<=99/100,1/100<=p64_0<=99/100,1/100<=p80_0<=99/100,1/100<=p81_0<=99/100,1/100<=p82_0<=99/100,1/100<=p83_0<=99/100,1/100<=p84_0<=99/100,1/100<=p85_0<=99/100,1/100<=p86_0<=99/100,1/100<=p87_0<=99/100,1/100<=p88_0<=99/100,1/100<=p89_0<=99/100,1/100<=p90_0<=99/100,1/100<=p91_0<=99/100,1/100<=p92_0<=99/100,1/100<=p93_0<=99/100,1/100<=p94_0<=99/100,1/100<=p95_0<=99/100,1/100<=p96_0<=99/100,1/100<=p97_0<=99/100,1/100<=p98_0<=99/100,1/100<=p99_0<=99/100,1/100<=p100_0<=99/100,1/100<=p101_0<=99/100,1/100<=p102_0<=99/100,1/100<=p103_0<=99/100,1/100<=p104_0<=99/100,1/100<=p105_0<=99/100,1/100<=p106_0<=99/100",0.01,true,false,estimate,minmaxdelta,	260,0.019,100.0,1
newgrid,N=2 ,1,5.78110616919e-08_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.01,true,false,estimate,minmaxdelta,	32,ERR,ERR,ERR
newgrid,N=2 ,1,5.78110616919e-08_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.01,false,false,estimate,delta,	32,ERR,ERR,ERR
