Model,Const,Mem,Prop,Param Region,Epsilon,RobustPLA,BigStep,SplitStrat,Estimate,Simple,#States (after),Time (MC),% Known,# Regions
4x4grid-avoid,N/A,1,0.0007305433477776_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.001,true,true,estimate,delta,true,	47,ERR,ERR,ERR
4x4grid-avoid,N/A,1,0.00065814716016_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.1,true,true,estimate,delta,true,	47,0.046,100.0,1
4x4grid-avoid,N/A,1,0.000723961876176_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.01,true,false,estimate,delta,true,	45,ERR,ERR,ERR
4x4grid-avoid,N/A,1,0.000723961876176_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.01,true,true,estimate,delta,true,	47,4.164,100.0,22
4x4grid-avoid,N/A,1,0.0007305433477776_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.001,true,false,estimate,delta,true,	45,ERR,ERR,ERR
4x4grid-avoid,N/A,1,0.00065814716016_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.1,true,false,estimate,delta,true,	45,42.711,100.0,106
4x4grid,N/A,1,4.638314870099999_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100",0.1,true,false,estimate,delta,true,	47,0.405,100.0,36
4x4grid,N/A,1,5.10214635711_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100",0.01,true,false,estimate,delta,true,	47,1.261,100.0,120
4x4grid,N/A,1,5.148529505810999_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100",0.001,true,true,estimate,delta,true,	49,2.784,100.0,330
4x4grid,N/A,1,5.10214635711_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100",0.01,true,true,estimate,delta,true,	49,0.887,100.0,106
4x4grid,N/A,1,5.148529505810999_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100",0.001,true,false,estimate,delta,true,	47,3.866,100.0,358
4x4grid,N/A,1,4.638314870099999_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100",0.1,true,true,estimate,delta,true,	49,0.354,100.0,36
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.7464256762600001_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.1,true,false,estimate,delta,true,	80,0.843,100.0,49
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.685354484566_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,true,true,estimate,delta,true,	33,1.584,100.0,214
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.6792473653965999_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.001,true,false,estimate,delta,true,	80,9.638,100.0,730
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.7464256762600001_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.1,true,true,estimate,delta,true,	33,0.395,100.0,49
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.6792473653965999_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.001,true,true,estimate,delta,true,	33,4.363,100.0,712
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.685354484566_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,true,false,estimate,delta,true,	80,3.323,100.0,217
crowds,CrowdSize=5 TotalRuns=5 ,N/A,0.40042742003000004_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.1,true,false,estimate,delta,true,	116,2.18,100.0,82
crowds,CrowdSize=5 TotalRuns=5 ,N/A,0.367665176573_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,true,false,estimate,delta,true,	116,7.903,100.0,328
crowds,CrowdSize=5 TotalRuns=5 ,N/A,0.3643889522273_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.001,true,false,estimate,delta,true,	116,23.47,100.0,1108
crowds,CrowdSize=5 TotalRuns=5 ,N/A,0.3643889522273_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.001,true,true,estimate,delta,true,	41,9.228,100.0,1081
crowds,CrowdSize=5 TotalRuns=5 ,N/A,0.367665176573_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,true,true,estimate,delta,true,	41,3.189,100.0,316
crowds,CrowdSize=5 TotalRuns=5 ,N/A,0.40042742003000004_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.1,true,true,estimate,delta,true,	41,0.826,100.0,76
crowds,CrowdSize=10 TotalRuns=3 ,N/A,0.038354154877700004_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,true,false,estimate,delta,true,	52,4.574,100.0,451
crowds,CrowdSize=10 TotalRuns=3 ,N/A,0.041771851847000004_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.1,true,false,estimate,delta,true,	52,1.409,100.0,121
crowds,CrowdSize=10 TotalRuns=3 ,N/A,0.03801238518077_probability_min_observeIGreater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.001,true,true,estimate,delta,true,	21,4.516,100.0,1495
