Model,Const,Mem,Prop,Param Region,Epsilon,RobustPLA,BigStep,#States (after),Time (MC),% Known,# Regions
herman5_pla,N/A,N/A,1.83666514825_reward_max_stable,1/100<=p<=99/100,0.05,true,false,	196,0.014,100.0,22
herman5_pla,N/A,N/A,1.83666514825_reward_max_stable,1/100<=p<=99/100,0.05,true,true,	59,0.058,100.0,1
herman5_pla,N/A,N/A,1.91399841765_reward_max_stable,1/100<=p<=99/100,0.01,true,false,	196,0.029,100.0,52
herman5_pla,N/A,N/A,1.91399841765_reward_max_stable,1/100<=p<=99/100,0.01,true,true,	59,0.057,100.0,1
herman5_pla,N/A,N/A,1.7399985615000002_reward_max_stable,1/100<=p<=99/100,0.1,true,false,	196,0.01,100.0,14
herman5_pla,N/A,N/A,1.7399985615000002_reward_max_stable,1/100<=p<=99/100,0.1,true,true,	59,0.062,100.0,1
herman7_pla,N/A,N/A,4.26866341925_reward_max_stable,1/100<=p<=99/100,0.05,true,false,	1422,0.236,100.0,32
herman7_pla,N/A,N/A,4.26866341925_reward_max_stable,1/100<=p<=99/100,0.05,true,true,	440,0.173,100.0,8
herman7_pla,N/A,N/A,4.44839661585_reward_max_stable,1/100<=p<=99/100,0.01,true,false,	1422,0.59,100.0,100
herman7_pla,N/A,N/A,4.44839661585_reward_max_stable,1/100<=p<=99/100,0.01,true,true,	440,0.227,100.0,30
herman7_pla,N/A,N/A,4.043996923500001_reward_max_stable,1/100<=p<=99/100,0.1,true,false,	1422,0.15,100.0,20
herman7_pla,N/A,N/A,4.043996923500001_reward_max_stable,1/100<=p<=99/100,0.1,true,true,	440,0.166,100.0,6
herman9_pla,N/A,N/A,7.1289330741_reward_max_stable,1/100<=p<=99/100,0.1,true,false,	8008,2.702,100.0,34
herman9_pla,N/A,N/A,7.1289330741_reward_max_stable,1/100<=p<=99/100,0.1,true,true,	2566,0.528,100.0,12
herman9_pla,N/A,N/A,7.52498491155_reward_max_stable,1/100<=p<=99/100,0.05,true,false,	8008,4.381,100.0,58
herman9_pla,N/A,N/A,7.52498491155_reward_max_stable,1/100<=p<=99/100,0.05,true,true,	2566,0.603,100.0,18
herman9_pla,N/A,N/A,7.84182638151_reward_max_stable,1/100<=p<=99/100,0.01,true,false,	8008,11.578,100.0,186
