Model,Const,Mem,Prop,Region,Region Bound,Epsilon,RobustPLA,BigStep,SplitStrat,Estimate,Simple,#States (after),Time (wall),% Known,Regions
4x4grid-avoid,N/A,1,0.8461579838376501_probability_min_notbad U goal,?,0.1,0.0001,true,true,estimate,delta,true,	47,0.599,100.0,4489
4x4grid-avoid,N/A,1,0.8461579838376501_probability_min_notbad U goal,?,0.1,0.0001,true,false,estimate,delta,true,	45,0.684,100.0,6305
4x4grid-avoid,N/A,1,0.9306807141500001_probability_min_notbad U goal,?,0.1,0.1,true,false,estimate,delta,true,	45,0.033,100.0,33
4x4grid-avoid,N/A,1,0.854534110265_probability_min_notbad U goal,?,0.1,0.01,true,false,estimate,delta,true,	45,0.099,100.0,489
4x4grid-avoid,N/A,1,0.8460818372337651_probability_min_notbad U goal,?,0.1,1e-05,true,false,estimate,delta,true,	45,2.016,100.0,19297
4x4grid-avoid,N/A,1,0.854534110265_probability_min_notbad U goal,?,0.1,0.01,true,true,estimate,delta,true,	47,0.09,100.0,361
4x4grid-avoid,N/A,1,0.8460818372337651_probability_min_notbad U goal,?,0.1,1e-05,true,true,estimate,delta,true,	47,1.702,100.0,13329
4x4grid-avoid,N/A,1,0.9306807141500001_probability_min_notbad U goal,?,0.1,0.1,true,true,estimate,delta,true,	47,0.033,100.0,25
4x4grid-avoid,N/A,1,0.9286640345177399_probability_min_notbad U goal,?,1e-06,0.0001,true,false,estimate,delta,true,	45,49.657,100.0,9833
4x4grid-avoid,N/A,1,0.928580463111774_probability_min_notbad U goal,?,1e-06,1e-05,true,true,estimate,delta,true,	47,10.538,100.0,1497
4x4grid-avoid,N/A,1,0.928580463111774_probability_min_notbad U goal,?,1e-06,1e-05,true,false,estimate,delta,true,	45,67.283,100.0,49569
4x4grid-avoid,N/A,1,0.937856889174_probability_min_notbad U goal,?,1e-06,0.01,true,false,estimate,delta,true,	45,0.469,100.0,265
4x4grid-avoid,N/A,1,0.9286640345177399_probability_min_notbad U goal,?,1e-06,0.0001,true,true,estimate,delta,true,	47,1.263,100.0,481
4x4grid-avoid,N/A,1,0.937856889174_probability_min_notbad U goal,?,1e-06,0.01,true,true,estimate,delta,true,	47,0.06,100.0,73
4x4grid-avoid,N/A,1,0.9300093000000001_probability_min_notbad U goal,?,0,1e-05,true,true,estimate,delta,true,	47,0.148,100.0,137
4x4grid-avoid,N/A,1,0.9300093000000001_probability_min_notbad U goal,?,0,1e-05,true,false,estimate,delta,true,	45,7.905,100.0,929
4x4grid-avoid,N/A,1,0.9393_probability_min_notbad U goal,?,0,0.01,true,true,estimate,delta,true,	47,0.075,100.0,73
4x4grid-avoid,N/A,1,0.9300930000000001_probability_min_notbad U goal,?,0,0.0001,true,true,estimate,delta,true,	47,0.147,100.0,137
4x4grid-avoid,N/A,1,0.9393_probability_min_notbad U goal,?,0,0.01,true,false,estimate,delta,true,	45,0.127,100.0,137
4x4grid-avoid,N/A,1,0.9300930000000001_probability_min_notbad U goal,?,0,0.0001,true,false,estimate,delta,true,	45,7.928,100.0,929
