Model,Const,Mem,Prop,Region,Region Bound,Epsilon,RobustPLA,BigStep,SplitStrat,Estimate,Simple,#States (after),Time (wall),% Known,Regions
herman_random_pass_speedreducer_2-3,N/A,N/A,0.583330770433962_reward_max_stable,3,0,1e-05,true,true,estimate,delta,true,	22,MO,MO,MO
herman_random_pass_speedreducer_2-3,N/A,N/A,0.583330770433962_reward_max_stable,3,0,1e-05,false,false,estimate,delta,true,?,MO,MO,MO
herman_random_pass_speedreducer_2-3,N/A,N/A,0.583330770433962_reward_max_stable,3,0,1e-05,true,false,estimate,delta,true,	22,MO,MO,MO
herman_random_pass_speedreducer_2-3,N/A,N/A,0.5833283137959268_reward_max_stable,3,"0,0.8",1e-05,true,true,estimate,delta,true,	22,MO,MO,MO
herman_random_pass_speedreducer_2-3,N/A,N/A,0.5833283137959268_reward_max_stable,3,"0,0.8",1e-05,true,false,estimate,delta,true,	22,MO,MO,MO
herman_random_pass_speedreducer_2-3,N/A,N/A,0.5833283137959268_reward_max_stable,3,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
herman_random_pass_speedreducer_2-3,N/A,N/A,0.5833330563806486_reward_max_stable,3,"0.2,1",1e-05,true,true,estimate,delta,true,	22,MO,MO,MO
herman_random_pass_speedreducer_2-3,N/A,N/A,0.5833330563806486_reward_max_stable,3,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
herman_random_pass_speedreducer_2-3,N/A,N/A,0.5833330563806486_reward_max_stable,3,"0.2,1",1e-05,true,false,estimate,delta,true,	22,MO,MO,MO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.52416570409054_reward_max_stable,1,0.1,1e-05,true,false,estimate,delta,true,	673,TO,TO,TO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.52416570409054_reward_max_stable,1,0.1,1e-05,true,true,estimate,delta,true,	673,TO,TO,TO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.52416570409054_reward_max_stable,1,0.1,1e-05,false,false,estimate,delta,true,	673,ERR,ERR,ERR
herman_random_pass_speedreducer_2-5,N/A,N/A,2.50292154153429_reward_max_stable,1,1e-06,1e-05,true,true,estimate,delta,true,	673,TO,TO,TO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.50292154153429_reward_max_stable,1,1e-06,1e-05,true,false,estimate,delta,true,	673,TO,TO,TO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.50292154153429_reward_max_stable,1,1e-06,1e-05,false,false,estimate,delta,true,	673,ERR,ERR,ERR
herman_random_pass_speedreducer_2-5,N/A,N/A,2.5029244415052903_reward_max_stable,1,0,1e-05,false,false,estimate,delta,true,?,MO,MO,MO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.5029244415052903_reward_max_stable,1,0,1e-05,true,true,estimate,delta,true,	673,TO,TO,TO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.5029244415052903_reward_max_stable,1,0,1e-05,true,false,estimate,delta,true,	673,TO,TO,TO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.50292530449666_reward_max_stable,1,"0,0.8",1e-05,true,false,estimate,delta,true,	673,TO,TO,TO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.50292530449666_reward_max_stable,1,"0,0.8",1e-05,true,true,estimate,delta,true,	673,TO,TO,TO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.50292530449666_reward_max_stable,1,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.55031959854898_reward_max_stable,1,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.55031959854898_reward_max_stable,1,"0.2,1",1e-05,true,false,estimate,delta,true,	673,TO,TO,TO
herman_random_pass_speedreducer_2-5,N/A,N/A,2.55031959854898_reward_max_stable,1,"0.2,1",1e-05,true,true,estimate,delta,true,	673,TO,TO,TO
maze2,N/A,1,17.519916399084_reward_max_goal,15,0.1,1e-05,true,true,estimate,delta,true,	50,MO,MO,MO
maze2,N/A,1,17.519916399084_reward_max_goal,15,0.1,1e-05,false,false,estimate,delta,true,	41,MO,MO,MO
maze2,N/A,1,17.519916399084_reward_max_goal,15,0.1,1e-05,true,false,estimate,delta,true,	41,MO,MO,MO
maze2,N/A,1,14.3159533090353_reward_max_goal,15,1e-06,1e-05,false,false,estimate,delta,true,	41,MO,MO,MO
maze2,N/A,1,14.3159533090353_reward_max_goal,15,1e-06,1e-05,true,true,estimate,delta,true,	50,MO,MO,MO
maze2,N/A,1,14.3159533090353_reward_max_goal,15,1e-06,1e-05,true,false,estimate,delta,true,	41,MO,MO,MO
maze2,N/A,1,14.315923139337_reward_max_goal,15,0,1e-05,true,false,estimate,delta,true,	41,MO,MO,MO
maze2,N/A,1,14.315923139337_reward_max_goal,15,0,1e-05,false,false,estimate,delta,true,?,MO,MO,MO
maze2,N/A,1,14.315923139337_reward_max_goal,15,0,1e-05,true,true,estimate,delta,true,	50,MO,MO,MO
maze2,N/A,1,16.1371435169511_reward_max_goal,15,"0,0.8",1e-05,true,true,estimate,delta,true,	50,MO,MO,MO
maze2,N/A,1,16.1371435169511_reward_max_goal,15,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
maze2,N/A,1,16.1371435169511_reward_max_goal,15,"0,0.8",1e-05,true,false,estimate,delta,true,	41,MO,MO,MO
maze2,N/A,1,19.644599272042804_reward_max_goal,15,"0.2,1",1e-05,true,true,estimate,delta,true,	50,MO,MO,MO
maze2,N/A,1,19.644599272042804_reward_max_goal,15,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
maze2,N/A,1,19.644599272042804_reward_max_goal,15,"0.2,1",1e-05,true,false,estimate,delta,true,	41,MO,MO,MO
nand,N=5 K=5 ,N/A,0.495790111651538_probability_min_target,2,0.1,1e-05,true,true,estimate,delta,true,	112,11.09,100.0,33
nand,N=5 K=5 ,N/A,0.495790111651538_probability_min_target,2,0.1,1e-05,false,false,estimate,delta,true,	2687,14.035,100.0,20501
nand,N=5 K=5 ,N/A,0.495790111651538_probability_min_target,2,0.1,1e-05,true,false,estimate,delta,true,	2687,21.632,100.0,20501
nand,N=5 K=5 ,N/A,0.7552511721361971_probability_min_target,2,"0,0.8",1e-05,true,false,estimate,delta,true,	2688,0.537,100.0,133
nand,N=5 K=5 ,N/A,0.7552511721361971_probability_min_target,2,"0,0.8",1e-05,true,true,estimate,delta,true,	112,35.518,100.0,65
nand,N=5 K=5 ,N/A,0.7552511721361971_probability_min_target,2,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nand,N=5 K=10 ,N/A,0.49577372538767706_probability_min_target,2,0.1,1e-05,false,false,estimate,delta,true,	5447,158.362,100.0,97753
nand,N=5 K=10 ,N/A,0.49577372538767706_probability_min_target,2,0.1,1e-05,true,true,estimate,delta,true,	162,45.444,100.0,57
nand,N=5 K=10 ,N/A,0.49577372538767706_probability_min_target,2,0.1,1e-05,true,false,estimate,delta,true,	5447,235.062,100.0,97753
nand,N=5 K=10 ,N/A,0.8090854526736191_probability_min_target,2,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nand,N=5 K=10 ,N/A,0.8090854526736191_probability_min_target,2,"0,0.8",1e-05,true,true,estimate,delta,true,	162,157.40800000000002,100.0,65
nand,N=5 K=10 ,N/A,0.8090854526736191_probability_min_target,2,"0,0.8",1e-05,true,false,estimate,delta,true,	5448,1.596,100.0,173
nand,N=5 K=25 ,N/A,0.495773626786691_probability_min_target,2,0.1,1e-05,true,false,estimate,delta,true,	13727,875.021,100.0,131069
nand,N=5 K=25 ,N/A,0.495773626786691_probability_min_target,2,0.1,1e-05,false,false,estimate,delta,true,	13727,600.854,100.0,131069
nand,N=5 K=25 ,N/A,0.495773626786691_probability_min_target,2,0.1,1e-05,true,true,estimate,delta,true,	312,401.425,100.0,93
nand,N=5 K=25 ,N/A,0.8164823613419661_probability_min_target,2,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nand,N=5 K=25 ,N/A,0.8164823613419661_probability_min_target,2,"0,0.8",1e-05,true,true,estimate,delta,true,	312,1262.215,100.0,69
nand,N=5 K=25 ,N/A,0.8164823613419661_probability_min_target,2,"0,0.8",1e-05,true,false,estimate,delta,true,	13728,5.242,100.0,289
nand,N=5 K=50 ,N/A,0.495773626786691_probability_min_target,2,0.1,1e-05,false,false,estimate,delta,true,	27527,1225.95,100.0,131069
nand,N=5 K=50 ,N/A,0.495773626786691_probability_min_target,2,0.1,1e-05,true,false,estimate,delta,true,	27527,1651.196,100.0,131069
nand,N=5 K=50 ,N/A,0.495773626786691_probability_min_target,2,0.1,1e-05,true,true,estimate,delta,true,	562,2006.352,100.0,117
nand,N=5 K=50 ,N/A,0.8164987030053811_probability_min_target,2,"0,0.8",1e-05,true,false,estimate,delta,true,	27528,16.704,100.0,425
nand,N=5 K=50 ,N/A,0.8164987030053811_probability_min_target,2,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nand,N=5 K=50 ,N/A,0.8164987030053811_probability_min_target,2,"0,0.8",1e-05,true,true,estimate,delta,true,	562,TO,TO,TO
nand,N=10 K=50 ,N/A,0.282375226124024_probability_min_target,2,0.1,1e-05,false,false,estimate,delta,true,	250402,TO,TO,TO
nand,N=10 K=50 ,N/A,0.282375226124024_probability_min_target,2,0.1,1e-05,true,true,estimate,delta,true,	346962,TO,TO,TO
nand,N=10 K=50 ,N/A,0.282375226124024_probability_min_target,2,0.1,1e-05,true,false,estimate,delta,true,	250402,TO,TO,TO
nand,N=10 K=50 ,N/A,0.905294824757719_probability_min_target,2,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nand,N=10 K=50 ,N/A,0.905294824757719_probability_min_target,2,"0,0.8",1e-05,true,true,estimate,delta,true,	346962,TO,TO,TO
nand,N=10 K=50 ,N/A,0.905294824757719_probability_min_target,2,"0,0.8",1e-05,true,false,estimate,delta,true,	250403,152.083,100.0,229
newgrid,N=2 ,1,0.894150796218548_probability_min_notbad U goal,3,0.1,1e-05,false,false,estimate,delta,true,	32,5.575,100.0,56553
newgrid,N=2 ,1,0.894150796218548_probability_min_notbad U goal,3,0.1,1e-05,true,true,estimate,delta,true,	32,9.025,100.0,55041
newgrid,N=2 ,1,0.894150796218548_probability_min_notbad U goal,3,0.1,1e-05,true,false,estimate,delta,true,	32,7.049,100.0,56553
newgrid,N=2 ,1,0.791952831549121_probability_min_notbad U goal,3,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
newgrid,N=2 ,1,0.791952831549121_probability_min_notbad U goal,3,"0,0.8",1e-05,true,true,estimate,delta,true,	47,8.814,100.0,23025
newgrid,N=2 ,1,0.791952831549121_probability_min_notbad U goal,3,"0,0.8",1e-05,true,false,estimate,delta,true,	37,5.399,100.0,25689
newgrid,N=2 ,1,0.9881051190523811_probability_min_notbad U goal,3,"0.2,1",1e-05,true,true,estimate,delta,true,	47,0.042,100.0,1
newgrid,N=2 ,1,0.9881051190523811_probability_min_notbad U goal,3,"0.2,1",1e-05,true,false,estimate,delta,true,	37,0.057,100.0,1
newgrid,N=2 ,1,0.9881051190523811_probability_min_notbad U goal,3,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
newgrid,N=4 ,1,0.9667967810711321_probability_min_notbad U goal,3,0.1,1e-05,false,false,estimate,delta,true,	72,1.493,100.0,10713
newgrid,N=4 ,1,0.9667967810711321_probability_min_notbad U goal,3,0.1,1e-05,true,true,estimate,delta,true,	74,2.533,100.0,10665
newgrid,N=4 ,1,0.9667967810711321_probability_min_notbad U goal,3,0.1,1e-05,true,false,estimate,delta,true,	72,2.01,100.0,10713
newgrid,N=4 ,1,0.920141439022377_probability_min_notbad U goal,3,"0,0.8",1e-05,true,true,estimate,delta,true,	110,26.454,100.0,15817
newgrid,N=4 ,1,0.920141439022377_probability_min_notbad U goal,3,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
newgrid,N=4 ,1,0.920141439022377_probability_min_notbad U goal,3,"0,0.8",1e-05,true,false,estimate,delta,true,	76,18.137,100.0,15697
newgrid,N=4 ,1,0.9874354858561161_probability_min_notbad U goal,3,"0.2,1",1e-05,true,true,estimate,delta,true,	110,MO,MO,MO
newgrid,N=4 ,1,0.9874354858561161_probability_min_notbad U goal,3,"0.2,1",1e-05,true,false,estimate,delta,true,	76,MO,MO,MO
newgrid,N=4 ,1,0.9874354858561161_probability_min_notbad U goal,3,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nrp,K=5 ,1,0.199994990429905_probability_min_unfair,5,0.1,1e-05,true,true,estimate,delta,true,	12,MO,MO,MO
nrp,K=5 ,1,0.199994990429905_probability_min_unfair,5,0.1,1e-05,true,false,estimate,delta,true,	33,MO,MO,MO
nrp,K=5 ,1,0.199994990429905_probability_min_unfair,5,0.1,1e-05,false,false,estimate,delta,true,	33,MO,MO,MO
nrp,K=5 ,1,0.200001997399974_probability_min_unfair,5,1e-06,1e-05,true,true,estimate,delta,true,	12,0.046,100.0,1
nrp,K=5 ,1,0.200001997399974_probability_min_unfair,5,1e-06,1e-05,false,false,estimate,delta,true,	33,MO,MO,MO
nrp,K=5 ,1,0.200001997399974_probability_min_unfair,5,1e-06,1e-05,true,false,estimate,delta,true,	33,MO,MO,MO
nrp,K=5 ,1,0.200002_probability_min_unfair,5,0,1e-05,true,true,estimate,delta,true,	12,0.042,100.0,1
nrp,K=5 ,1,0.200002_probability_min_unfair,5,0,1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nrp,K=5 ,1,0.200002_probability_min_unfair,5,0,1e-05,true,false,estimate,delta,true,	34,MO,MO,MO
nrp,K=5 ,1,0.19991018838189303_probability_min_unfair,5,"0,0.8",1e-05,true,true,estimate,delta,true,	12,MO,MO,MO
nrp,K=5 ,1,0.19991018838189303_probability_min_unfair,5,"0,0.8",1e-05,true,false,estimate,delta,true,	34,MO,MO,MO
nrp,K=5 ,1,0.19991018838189303_probability_min_unfair,5,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nrp,K=5 ,1,0.200002_probability_min_unfair,5,"0.2,1",1e-05,true,false,estimate,delta,true,	34,MO,MO,MO
nrp,K=5 ,1,0.200002_probability_min_unfair,5,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nrp,K=5 ,1,0.200002_probability_min_unfair,5,"0.2,1",1e-05,true,true,estimate,delta,true,	12,0.034,100.0,1
nrp,K=10 ,1,0.10000099841998421_probability_min_unfair,10,0.1,1e-05,false,false,estimate,delta,true,	113,MO,MO,MO
nrp,K=10 ,1,0.10000099841998421_probability_min_unfair,10,0.1,1e-05,true,false,estimate,delta,true,	113,MO,MO,MO
nrp,K=10 ,1,0.10000099841998421_probability_min_unfair,10,0.1,1e-05,true,true,estimate,delta,true,	22,0.039,100.0,1
nrp,K=10 ,1,0.100001_probability_min_unfair,10,1e-06,1e-05,false,false,estimate,delta,true,	113,MO,MO,MO
nrp,K=10 ,1,0.100001_probability_min_unfair,10,1e-06,1e-05,true,true,estimate,delta,true,	22,0.057,100.0,1
nrp,K=10 ,1,0.100001_probability_min_unfair,10,1e-06,1e-05,true,false,estimate,delta,true,	113,MO,MO,MO
nrp,K=10 ,1,0.100001_probability_min_unfair,10,0,1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nrp,K=10 ,1,0.100001_probability_min_unfair,10,0,1e-05,true,false,estimate,delta,true,	114,MO,MO,MO
nrp,K=10 ,1,0.100001_probability_min_unfair,10,0,1e-05,true,true,estimate,delta,true,	22,0.039,100.0,1
nrp,K=10 ,1,0.1000009757397574_probability_min_unfair,10,"0,0.8",1e-05,true,true,estimate,delta,true,	22,0.039,100.0,1
nrp,K=10 ,1,0.1000009757397574_probability_min_unfair,10,"0,0.8",1e-05,true,false,estimate,delta,true,	114,MO,MO,MO
nrp,K=10 ,1,0.1000009757397574_probability_min_unfair,10,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nrp,K=10 ,1,0.100001_probability_min_unfair,10,"0.2,1",1e-05,true,false,estimate,delta,true,	114,MO,MO,MO
nrp,K=10 ,1,0.100001_probability_min_unfair,10,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nrp,K=10 ,1,0.100001_probability_min_unfair,10,"0.2,1",1e-05,true,true,estimate,delta,true,	22,0.039,100.0,1
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,0.1,1e-05,true,true,estimate,delta,true,	202,2.103,100.0,1
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,0.1,1e-05,false,false,estimate,delta,true,	10103,MO,MO,MO
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,0.1,1e-05,true,false,estimate,delta,true,	10103,MO,MO,MO
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,1e-06,1e-05,false,false,estimate,delta,true,	10103,MO,MO,MO
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,1e-06,1e-05,true,false,estimate,delta,true,	10103,MO,MO,MO
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,1e-06,1e-05,true,true,estimate,delta,true,	202,2.2,100.0,1
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,0,1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,0,1e-05,true,true,estimate,delta,true,	202,2.07,100.0,1
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,0,1e-05,true,false,estimate,delta,true,	10104,MO,MO,MO
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,"0,0.8",1e-05,true,true,estimate,delta,true,	202,2.113,100.0,1
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,"0,0.8",1e-05,true,false,estimate,delta,true,	10104,MO,MO,MO
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,"0.2,1",1e-05,true,true,estimate,delta,true,	202,2.103,100.0,1
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,"0.2,1",1e-05,true,false,estimate,delta,true,	10104,MO,MO,MO
nrp,K=100 ,1,0.010000100000000001_probability_min_unfair,100,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
refuel,N=3 ,1,0.0570445885801814_probability_min_notbad U goal,18,0.1,1e-05,true,true,estimate,delta,true,	32,0.223,100.0,401
refuel,N=3 ,1,0.0570445885801814_probability_min_notbad U goal,18,0.1,1e-05,true,false,estimate,delta,true,	34,0.647,100.0,2641
refuel,N=3 ,1,0.0570445885801814_probability_min_notbad U goal,18,0.1,1e-05,false,false,estimate,delta,true,	34,0.442,100.0,2641
refuel,N=3 ,1,0.08647107118206482_probability_min_notbad U goal,18,1e-06,1e-05,false,false,estimate,delta,true,	34,395.446,100.0,2290769
refuel,N=3 ,1,0.08647107118206482_probability_min_notbad U goal,18,1e-06,1e-05,true,false,estimate,delta,true,	34,579.023,100.0,2288977
refuel,N=3 ,1,0.08647107118206482_probability_min_notbad U goal,18,1e-06,1e-05,true,true,estimate,delta,true,	32,0.07,100.0,1
refuel,N=3 ,1,0.0864714529458824_probability_min_notbad U goal,18,0,1e-05,false,false,estimate,delta,true,?,MO,MO,MO
refuel,N=3 ,1,0.0864714529458824_probability_min_notbad U goal,18,0,1e-05,true,true,estimate,delta,true,	51,MO,MO,MO
refuel,N=3 ,1,0.0864714529458824_probability_min_notbad U goal,18,0,1e-05,true,false,estimate,delta,true,	47,MO,MO,MO
refuel,N=3 ,1,0.057921638780595704_probability_min_notbad U goal,18,"0,0.8",1e-05,true,false,estimate,delta,true,	47,0.866,100.0,1601
refuel,N=3 ,1,0.057921638780595704_probability_min_notbad U goal,18,"0,0.8",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
refuel,N=3 ,1,0.057921638780595704_probability_min_notbad U goal,18,"0,0.8",1e-05,true,true,estimate,delta,true,	51,0.247,100.0,673
refuel,N=3 ,1,0.0696322752657895_probability_min_notbad U goal,18,"0.2,1",1e-05,true,true,estimate,delta,true,	51,9.94,100.0,32753
refuel,N=3 ,1,0.0696322752657895_probability_min_notbad U goal,18,"0.2,1",1e-05,true,false,estimate,delta,true,	47,32.503,100.0,99553
refuel,N=3 ,1,0.0696322752657895_probability_min_notbad U goal,18,"0.2,1",1e-05,false,false,estimate,delta,true,?,MO,MO,MO
